metal,unit,year,mean,median,min,max,origin_var
Tellurium,kg metal/kg vehicle,2020,1.30689e-09,1.44932e-09,7.90149e-10,1.74794e-09,ICEV
Terbium,kg metal/kg vehicle,2020,1.10671e-06,4.76649e-09,0.0,9.93e-06,ICEV
Tin,kg metal/kg vehicle,2020,2.62092e-05,2.50203e-05,1.65581e-05,3.78826e-05,ICEV
Tungsten,kg metal/kg vehicle,2020,1.522e-08,1.63889e-08,9.64482e-09,2.00811e-08,ICEV
Ytterbium,kg metal/kg vehicle,2020,4.52591e-08,4.05182e-08,0.0,1.0000000000000001e-07,ICEV
Yttrium,kg metal/kg vehicle,2020,1.04394e-07,8.19176e-08,1e-08,3.54545e-07,ICEV
Zirconium,kg metal/kg vehicle,2020,9.11848e-07,7.86316e-07,6.44241e-07,1.24179e-06,ICEV
Aluminium,kg metal/kg motor,2020,0.2055108382829945,0.2252697267412005,0.1066027050436404,0.3632635778119498,EV
Boron,kg metal/kg motor,2020,0.0003860011812609,0.000379718036148,0.0003181818181818,0.0004663868345659,EV
Cerium,kg metal/kg motor,2020,0.0007755660377358,0.0007755660377358,5.849056603773585e-06,0.0015452830188679,EV
Cobalt,kg metal/kg motor,2020,0.0003860531732418,0.0004125214408233,4.716981132075473e-05,0.000672,EV
Dysprosium,kg metal/kg motor,2020,0.0021037341342711,0.0015094339622641,1.8867924528301888e-05,0.0067924528301886,EV
Erbium,kg metal/kg motor,2020,3.396226415094339e-06,3.396226415094339e-06,3.396226415094339e-06,3.396226415094339e-06,EV
Europium,kg metal/kg motor,2020,4.452830188679247e-06,4.452830188679246e-06,1.886792452830189e-07,8.716981132075473e-06,EV
Gadolinium,kg metal/kg motor,2020,3.3632075471698117e-06,3.3632075471698117e-06,1.886792452830189e-07,6.537735849056604e-06,EV
Gallium,kg metal/kg motor,2020,8.396411945214638e-06,8.207547169811321e-06,6.6626690652275305e-06,1.0754716981132076e-05,EV
Indium,kg metal/kg motor,2020,1.509433962264151e-06,1.509433962264151e-06,1.509433962264151e-06,1.509433962264151e-06,EV
Lanthanum,kg metal/kg motor,2020,0.0001392924528301,0.0001392924528301,0.000126037735849,0.0001525471698113,EV
Lithium,kg metal/kg motor,2020,0.1180481132075471,0.1180481132075471,0.1180481132075471,0.1180481132075471,EV
Manganese,kg metal/kg motor,2020,0.0109220105883548,0.0109220105883548,0.0109220105883548,0.0109220105883548,EV
Neodymium,kg metal/kg motor,2020,0.0054045033708898,0.0045306149643547,3.301886792452831e-05,0.0144622641509433,EV
Niobium,kg metal/kg motor,2020,0.0020592452830188,0.0020592452830188,0.0020592452830188,0.0020592452830188,EV
Palladium,kg metal/kg motor,2020,3.415094339622642e-05,3.415094339622642e-05,3.415094339622642e-05,3.415094339622642e-05,EV
Platinum,kg metal/kg motor,2020,0.0001039622641509,0.0001039622641509,0.0001039622641509,0.0001039622641509,EV
Praseodymium,kg metal/kg motor,2020,0.0006156482314043,0.0007995202878273,2.6066851046193066e-06,0.0011143054534108,EV
Rhodium,kg metal/kg motor,2020,1.886792452830189e-07,1.886792452830189e-07,1.886792452830189e-07,1.886792452830189e-07,EV
Samarium,kg metal/kg motor,2020,4.391509433962264e-05,4.391509433962264e-05,2.641509433962264e-05,6.141509433962264e-05,EV
Scandium,kg metal/kg motor,2020,1.9811320754716984e-05,1.9811320754716984e-05,1.9811320754716984e-05,1.9811320754716984e-05,EV
Tantalum,kg metal/kg motor,2020,0.0002043396226415,0.0002043396226415,0.0002043396226415,0.0002043396226415,EV
Terbium,kg metal/kg motor,2020,0.0001708257998891,0.0001548636855622,1.941509433962264e-08,0.000374716981132,EV
Ytterbium,kg metal/kg motor,2020,1.5252830188679246e-06,1.5252830188679246e-06,3.169811320754717e-08,3.018867924528302e-06,EV
Yttrium,kg metal/kg motor,2020,7.816037735849057e-06,7.816037735849057e-06,4.339622641509434e-06,1.1292452830188678e-05,EV
Dysprosium,kg metal/kg motor,2050,1.5732438527971837e-05,1.4948567027889323e-05,1.2596952527641783e-05,1.8867924528301888e-05,EV
Neodymium,kg metal/kg motor,2050,2.7567639729441088e-05,2.620483268066928e-05,2.2116411534353863e-05,3.301886792452831e-05,EV
Aluminium,kg/MW,2020,780.0,780.0,500.0,1060.0,Wind-DDPM
Boron,kg/MW,2020,6.790625,6.9,6.0,7.3625,Wind-DDPM
Chromium,kg/MW,2020,475.765,409.28,239.0,845.5,Wind-DDPM
Copper,kg/MW,2020,4796.0,3850.0,1484.0,10000.0,Wind-DDPM
Dysprosium,kg/MW,2020,22.705069444444444,22.78,12.0,42.0,Wind-DDPM
Lead,kg/MW,2020,6720.0,6720.0,6720.0,6720.0,Wind-DDPM
Manganese,kg/MW,2020,423.25,423.25,56.5,790.0,Wind-DDPM
Molybdenum,kg/MW,2020,103.43833333333332,109.0,75.315,126.0,Wind-DDPM
Neodymium,kg/MW,2020,179.25361842105264,183.0,116.0,217.19375,Wind-DDPM
Nickel,kg/MW,2020,342.914,376.57,111.0,610.0,Wind-DDPM
Niobium,kg/MW,2020,37.657,37.657,37.657,37.657,Wind-DDPM
Praseodymium,kg/MW,2020,32.06071428571429,35.0,12.0,50.625,Wind-DDPM
Terbium,kg/MW,2020,4.666666666666667,6.08,0.54,7.0,Wind-DDPM
Vanadium,kg/MW,2020,45.189350000000005,45.189350000000005,0.0,90.3787,Wind-DDPM
Dysprosium,kg/MW,2050,9.25,8.5625,6.5,12.0,Wind-DDPM
Neodymium,kg/MW,2050,97.0,92.25,78.0,116.0,Wind-DDPM
Aluminium,kg/MW,2020,1612.5,1500.0,1240.0,2210.0,Wind-Gearbox
Boron,kg/MW,2020,0.6,0.8,0.0,1.0,Wind-Gearbox
Chromium,kg/MW,2020,563.6,525.0,358.9,845.5,Wind-Gearbox
Dysprosium,kg/MW,2020,2.511111111111111,2.0,0.0,6.0,Wind-Gearbox
Manganese,kg/MW,2020,545.5,780.0,56.5,800.0,Wind-Gearbox
Molybdenum,kg/MW,2020,104.825,109.0,75.30000000000001,126.0,Wind-Gearbox
Neodymium,kg/MW,2020,18.95555555555556,12.0,0.0,51.0,Wind-Gearbox
Niobium,kg/MW,2020,37.7,37.7,37.7,37.7,Wind-Gearbox
Praseodymium,kg/MW,2020,3.66,4.0,0.0,9.0,Wind-Gearbox
Terbium,kg/MW,2020,0.525,0.55,0.0,1.0,Wind-Gearbox
Vanadium,kg/MW,2020,45.2,45.2,0.0,90.4,Wind-Gearbox
Zinc,kg/MW,2020,5483.333333333333,5500.0,5450.0,5500.0,Wind-Gearbox
Dysprosium,kg/MW,2050,1.2555555555555555,0.9416666666666667,0.0,2.511111111111111,Wind-Gearbox
Neodymium,kg/MW,2050,9.477777777777778,7.108333333333333,0.0,18.95555555555556,Wind-Gearbox
Aluminium,kg/MW,2020,2003.75,2003.75,7.5,4000.0,c-Si
Lead,kg/MW,2020,138.10166666666666,72.38,5.925000000000001,336.0,c-Si
Nickel,kg/MW,2020,1.3,1.3,1.3,1.3,c-Si
Silver,kg/MW,2020,38.8394696969697,24.0,5.17,80.0,c-Si
Tin,kg/MW,2020,350.54,350.54,124.08,577.0,c-Si
Zinc,kg/MW,2020,16.735,16.735,16.735,16.735,c-Si
Silver,kg/MW,2050,3.085,2.5637499999999998,1.0,5.17,c-Si
Aluminium,kg/MW,2020,16003.75,16003.75,7.5,32000.0,CdTe
Cadmium,kg/MW,2020,97.0151851851852,83.51,56.66666666666666,244.26,CdTe
Chromium,kg/MW,2020,61.0,61.0,61.0,61.0,CdTe
Indium,kg/MW,2020,13.116666666666667,15.5,7.95,15.9,CdTe
Lead,kg/MW,2020,7.8,7.8,7.8,7.8,CdTe
Molybdenum,kg/MW,2020,0.5,0.5,0.5,0.5,CdTe
Nickel,kg/MW,2020,15.59,15.59,15.59,15.59,CdTe
Silver,kg/MW,2020,80.0,80.0,80.0,80.0,CdTe
Tellurium,kg/MW,2020,94.61805555555554,91.84,17.0,242.87,CdTe
Tin,kg/MW,2020,52.63,52.63,21.4,83.86,CdTe
Cadmium,kg/MW,2050,31.433333333333334,25.125,6.2,56.66666666666666,CdTe
Indium,kg/MW,2050,3.975,2.98125,0.0,7.95,CdTe
Tellurium,kg/MW,2050,12.0,10.75,7.0,17.0,CdTe
Aluminium,kg/MW,2020,7.5,7.5,7.5,7.5,CIGS
Cadmium,kg/MW,2020,89.07666666666667,1.3,0.93,265.0,CIGS
Gallium,kg/MW,2020,17.785666666666664,6.085,2.32,124.0,CIGS
Indium,kg/MW,2020,40.31138888888889,25.5,13.0,83.79,CIGS
Molybdenum,kg/MW,2020,72.89,72.89,36.78,109.0,CIGS
Selenium,kg/MW,2020,49.14575757575758,41.0,6.0,110.0,CIGS
Silver,kg/MW,2020,80.0,80.0,80.0,80.0,CIGS
Tin,kg/MW,2020,5.95,5.95,5.95,5.95,CIGS
Zinc,kg/MW,2020,75.495,75.495,29.99,121.0,CIGS
Cadmium,kg/MW,2050,0.465,0.34875,0.0,0.93,CIGS
Gallium,kg/MW,2050,1.56,1.37,0.8,2.32,CIGS
Indium,kg/MW,2050,8.0,6.75,3.0,13.0,CIGS
Selenium,kg/MW,2050,6.0,6.0,6.0,6.0,CIGS
Aluminium,kg/MW,2020,54.75,54.75,7.5,102.0,a-Si
Boron,kg/MW,2020,0.0008,0.0008,0.0008,0.0008,a-Si
Chromium,kg/MW,2020,634.0,634.0,634.0,634.0,a-Si
Cadmium,kg/MW,2020,6.61,6.61,6.61,6.61,a-Si
Germanium,kg/MW,2020,62.833333333333336,65.16666666666667,48.0,73.0,a-Si
Indium,kg/MW,2020,5.752800000000001,5.32,0.714,13.41,a-Si
Molybdenum,kg/MW,2020,10.62,10.62,10.62,10.62,a-Si
Nickel,kg/MW,2020,334.0,334.0,334.0,334.0,a-Si
Tellurium,kg/MW,2020,7.5,7.5,7.5,7.5,a-Si
Tin,kg/MW,2020,83.87,103.08,5.32,143.21,a-Si
Indium,kg/MW,2050,0.357,0.26775,0.0,0.714,a-Si
Germanium,kg/MW,2050,29.0,24.25,10.0,48.0,a-Si
Indium,kg/MW,2050,1.2176050152787866e-06,9.132037614590899e-07,0.0,2.435210030557573e-06,perovskite
Aluminium,kg/MW,2020,740.0,740.0,740.0,740.0,Parabolic Trough - PB
Chromium,kg/MW,2020,2200.0,2200.0,2200.0,2200.0,Parabolic Trough - PB
Magnesium,kg/MW,2020,3000.0,3000.0,3000.0,3000.0,Parabolic Trough - PB
Manganese,kg/MW,2020,2000.0,2000.0,2000.0,2000.0,Parabolic Trough - PB
Molybdenum,kg/MW,2020,200.0,200.0,200.0,200.0,Parabolic Trough - PB
Nickel,kg/MW,2020,940.0,940.0,940.0,940.0,Parabolic Trough - PB
Niobium,kg/MW,2020,0.0,0.0,0.0,0.0,Parabolic Trough - PB
Silver,kg/MW,2020,25.491341463414635,24.85,6.405,40.355,Parabolic Trough - PB
Titanium,kg/MW,2020,25.0,25.0,25.0,25.0,Parabolic Trough - PB
Vanadium,kg/MW,2020,1.9,1.9,1.9,1.9,Parabolic Trough - PB
Zinc,kg/MW,2020,650.0,650.0,650.0,650.0,Parabolic Trough - PB
Aluminium,kg/MW,2020,33000.0,33000.0,33000.0,33000.0,CSP Tower - PB
Chromium,kg/MW,2020,3700.0,3700.0,3700.0,3700.0,CSP Tower - PB
Magnesium,kg/MW,2020,2600.0,2600.0,2600.0,2600.0,CSP Tower - PB
Manganese,kg/MW,2020,5700.0,5700.0,5700.0,5700.0,CSP Tower - PB
Molybdenum,kg/MW,2020,56.0,56.0,56.0,56.0,CSP Tower - PB
Nickel,kg/MW,2020,1800.0,1800.0,1800.0,1800.0,CSP Tower - PB
Niobium,kg/MW,2020,140.0,140.0,140.0,140.0,CSP Tower - PB
Silver,kg/MW,2020,37.12833333333334,26.5,16.0,120.19,CSP Tower - PB
Titanium,kg/MW,2020,0.0,0.0,0.0,0.0,CSP Tower - PB
Vanadium,kg/MW,2020,1.7,1.7,1.7,1.7,CSP Tower - PB
Zinc,kg/MW,2020,1400.0,1400.0,1400.0,1400.0,CSP Tower - PB
Aluminium,kg/MW,2020,165.0,165.0,130.0,200.0,Nuclear
Boron,kg/MW,2020,10.0,10.0,10.0,10.0,Nuclear
Brass,kg/MW,2020,40.0,40.0,40.0,40.0,Nuclear
Cadmium,kg/MW,2020,5.25,5.25,0.5,10.0,Nuclear
Chromium,kg/MW,2020,829.175,388.35,350.0,2190.0,Nuclear
Hafnium,kg/MW,2020,0.5,0.5,0.5,0.5,Nuclear
Indium,kg/MW,2020,5.8,5.800000000000001,1.6,10.0,Nuclear
Lead,kg/MW,2020,28.1,40.0,4.3,40.0,Nuclear
Manganese,kg/MW,2020,295.095,295.095,75.19,515.0,Nuclear
Molybdenum,kg/MW,2020,70.8,70.8,70.8,70.8,Nuclear
Nickel,kg/MW,2020,285.1666666666667,300.0,255.5,300.0,Nuclear
Niobium,kg/MW,2020,2.0,2.0,2.0,2.0,Nuclear
Silver,kg/MW,2020,9.15,9.15,8.3,10.0,Nuclear
Tin,kg/MW,2020,4.6,4.6,4.6,4.6,Nuclear
Tungsten,kg/MW,2020,5.0,5.0,5.0,5.0,Nuclear
Vanadium,kg/MW,2020,0.6,0.6,0.6,0.6,Nuclear
Yttrium,kg/MW,2020,0.5,0.5,0.5,0.5,Nuclear
Zirconium,kg/MW,2020,165.25,165.25,30.5,300.0,Nuclear
Chromium,kg/MW,2020,100.0,100.0,100.0,100.0,PEMFC
Platinum,kg/MW,2020,0.429900641025641,0.445,0.1063333333333333,0.923076923076923,PEMFC
Platinum,kg/MW,2050,0.1031666666666666,0.10237499999999995,0.1,0.1063333333333333,PEMFC
Aluminium,kg/MW,2020,25625.0,25625.0,1250.0,50000.0,SOFC - Y
Cerium,kg/MW,2020,26.5,26.5,2.0,51.0,SOFC - Y
Chromium,kg/MW,2020,8375.0,8375.0,1750.0,15000.0,SOFC - Y
Cobalt,kg/MW,2020,30.0,30.0,30.0,30.0,SOFC - Y
Gadolinium,kg/MW,2020,13.0,13.0,13.0,13.0,SOFC - Y
Lanthanum,kg/MW,2020,579.3333333333334,213.0,20.0,1505.0,SOFC - Y
Manganese,kg/MW,2020,505.0,505.0,505.0,505.0,SOFC - Y
Molybdenum,kg/MW,2020,0.0,0.0,0.0,0.0,SOFC - Y
Nickel,kg/MW,2020,3500.0,3500.0,3500.0,3500.0,SOFC - Y
Palladium,kg/MW,2020,0.0,0.0,0.0,0.0,SOFC - Y
Platinum,kg/MW,2020,0.0,0.0,0.0,0.0,SOFC - Y
Yttrium,kg/MW,2020,103.5,75.0,14.0,250.0,SOFC - Y
Zirconium,kg/MW,2020,975.0,975.0,400.0,1550.0,SOFC - Y
Zinc,kg/MW,2020,505.0,505.0,505.0,505.0,SOFC - Y
Cerium,kg/MW,2050,1.05,0.8125,0.1,2.0,SOFC - Y
Cobalt,kg/MW,2050,16.5,13.125,3.0,30.0,SOFC - Y
Lanthanum,kg/MW,2050,11.575,9.46875,3.15,20.0,SOFC - Y
Yttrium,kg/MW,2050,10.85,10.0625,7.7,14.0,SOFC - Y
Aluminium,kg/MW,2020,1037.5,1037.5,1000.0,1075.0,PAFC
Chromium,kg/MW,2020,5000.0,5000.0,5000.0,5000.0,PAFC
Copper,kg/MW,2020,5500.0,5500.0,5500.0,5500.0,PAFC
Lanthanum,kg/MW,2020,5.55,5.55,0.0,11.1,PAFC
Manganese,kg/MW,2020,0.0,0.0,0.0,0.0,PAFC
Molybdenum,kg/MW,2020,20.0,20.0,20.0,20.0,PAFC
Nickel,kg/MW,2020,1700.0,1700.0,1700.0,1700.0,PAFC
Palladium,kg/MW,2020,0.5,0.5,0.5,0.5,PAFC
Platinum,kg/MW,2020,5.7495714285714286,5.0,4.285714285714287,7.963,PAFC
Yttrium,kg/MW,2020,0.0,0.0,0.0,0.0,PAFC
Zirconium,kg/MW,2020,0.0,0.0,0.0,0.0,PAFC
Zinc,kg/MW,2020,3419.2989678053573,3419.2989678053573,2300.0,4538.597935610715,PAFC
Iridium,kg/MW,2020,1.2238986330830393,0.7380174291938998,0.3399883229351349,4.166666666666667,PEMEL
Platinum,kg/MW,2020,0.3731889908384027,0.3046880795193235,0.0375,1.0416666666666667,PEMEL
Potassium,kg/MW,2020,139.39393939393938,139.39393939393938,139.39393939393938,139.39393939393938,PEMEL
Ruthenium,kg/MW,2020,0.4171298386604351,0.4171298386604351,0.4171298386604351,0.4171298386604351,PEMEL
Titanium,kg/MW,2020,340.6666666666667,414.0,80.0,528.0,PEMEL
Iridium,kg/MW,2050,0.1949941614675674,0.15874562110067555,0.05,0.3399883229351349,PEMEL
Platinum,kg/MW,2050,0.02375,0.0203125,0.01,0.0375,PEMEL
Titanium,kg/MW,2050,37.0,35.25,30.0,50.0,PEMEL
Aluminium,kg/MW,2020,75.0,75.0,75.0,75.0,AEL
Cobalt,kg/MW,2020,6.7,6.7,4.5,8.9,AEL
Graphite,kg/MW,2020,71.66666666666667,71.66666666666667,71.66666666666667,71.66666666666667,AEL
Nickel,kg/MW,2020,2520.7916666666665,2458.25,2000.0,3166.6666666666665,AEL
Platinum,kg/MW,2020,1.3,1.3,1.3,1.3,AEL
Potassium,kg/MW,2020,334.33838383838383,420.0,159.6060606060606,423.4090909090909,AEL
Silver,kg/MW,2020,256.00775822891643,256.0077582289165,37.01551645783289,475.0,AEL
Zirconium,kg/MW,2020,271.4493236019486,271.4493236019486,271.4493236019486,271.4493236019486,AEL
Cerium,kg/MW,2020,183.23997806968148,183.23997806968148,183.23997806968148,183.23997806968148,HTEL - Yttrium
Cobalt,kg/MW,2020,5.90621307189398,5.90621307189398,5.90621307189398,5.90621307189398,HTEL - Yttrium
Lanthanum,kg/MW,2020,12.211095965972916,11.188780841764162,10.253119496345976,15.191387559808613,HTEL - Yttrium
Manganese,kg/MW,2020,5.680399007058113,5.068971816116322,0.9489115239769756,11.02331368108104,HTEL - Yttrium
Nickel,kg/MW,2020,291.35488681415865,314.857335943501,95.49671013680404,463.7106143621709,HTEL - Yttrium
Praseodimium,kg/MW,2020,8.784195511365075,8.784195511365075,8.784195511365075,8.784195511365075,HTEL - Yttrium
Strontium,kg/MW,2020,2.7379738755992453,2.3963317384370018,1.6168879639330158,4.200701924427719,HTEL - Yttrium
Yttrium,kg/MW,2020,50.87560451555527,65.99709858427829,11.56334492168543,75.06637004070207,HTEL - Yttrium
Zirconium,kg/MW,2020,242.9872300030277,271.39064718594386,68.22288767871892,389.3481551444202,HTEL - Yttrium
Yttrium,kg/MW,2050,6.016672460842715,4.630004345632036,0.47,11.56334492168543,HTEL - Yttrium
Aluminium,kg/MW,2050,22.5,22.5,22.5,22.5,AEL
Cobalt,kg/MW,2050,2.01,1.8449999999999998,1.3499999999999999,2.67,AEL
Graphite,kg/MW,2050,21.5,21.5,21.5,21.5,AEL
Nickel,kg/MW,2050,756.2375,703.10625,600.0,949.9999999999999,AEL
Platinum,kg/MW,2050,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,AEL
Potassium,kg/MW,2050,100.30151515151515,106.47045454545454,47.881818181818176,127.02272727272725,AEL
Silver,kg/MW,2050,76.80232746867493,60.377909335843675,11.104654937349865,142.5,AEL
Zirconium,kg/MW,2050,81.43479708058457,81.43479708058457,81.43479708058457,81.43479708058457,AEL
Aluminium,kg/MW,2050,2.25,2.25,2.25,2.25,CIGS
Molybdenum,kg/MW,2050,21.867,19.15875,11.034,32.699999999999996,CIGS
Silver,kg/MW,2050,9.6,9.6,9.6,9.6,CIGS
Tin,kg/MW,2050,1.785,1.785,1.785,1.785,CIGS
Zinc,kg/MW,2050,22.648500000000002,19.235625000000002,8.997,36.3,CIGS
Aluminium,kg/MW,2050,9900.0,9900.0,9900.0,9900.0,CSP Tower - PB
Chromium,kg/MW,2050,1110.0,1110.0,1110.0,1110.0,CSP Tower - PB
Magnesium,kg/MW,2050,780.0,780.0,780.0,780.0,CSP Tower - PB
Manganese,kg/MW,2050,1710.0,1710.0,1710.0,1710.0,CSP Tower - PB
Molybdenum,kg/MW,2050,16.8,16.8,16.8,16.8,CSP Tower - PB
Nickel,kg/MW,2050,540.0,540.0,540.0,540.0,CSP Tower - PB
Niobium,kg/MW,2050,42.0,42.0,42.0,42.0,CSP Tower - PB
Silver,kg/MW,2050,11.1385,7.1625,4.8,36.056999999999995,CSP Tower - PB
Titanium,kg/MW,2050,0.0,0.0,0.0,0.0,CSP Tower - PB
Vanadium,kg/MW,2050,0.51,0.51,0.51,0.51,CSP Tower - PB
Zinc,kg/MW,2050,420.0,420.0,420.0,420.0,CSP Tower - PB
Aluminium,kg/MW,2050,4801.125,3601.40625,2.25,9600.0,CdTe
Chromium,kg/MW,2050,18.3,18.3,18.3,18.3,CdTe
Lead,kg/MW,2050,2.34,2.34,2.34,2.34,CdTe
Molybdenum,kg/MW,2050,0.15,0.15,0.15,0.15,CdTe
Nickel,kg/MW,2050,4.677,4.677,4.677,4.677,CdTe
Silver,kg/MW,2050,9.6,9.6,9.6,9.6,CdTe
Tin,kg/MW,2050,15.789,13.44675,6.419999999999999,25.157999999999998,CdTe
Aluminium,kg metal/kg motor,2050,0.06165325148489834,0.058680891395043136,0.03198081151309212,0.10897907334358493,EV
Boron,kg metal/kg motor,2050,0.00011580035437827,0.000109300194496935,9.545454545454e-05,0.00013991605036977,EV
Cerium,kg metal/kg motor,2050,0.00023266981132074,0.00017494103773583802,1.7547169811320753e-06,0.00046358490566037,EV
Cobalt,kg metal/kg motor,2050,0.00011581595197254,9.63550600342991e-05,1.4150943396226418e-05,0.0002016,EV
Erbium,kg metal/kg motor,2050,1.0188679245283017e-06,1.0188679245283017e-06,1.0188679245283017e-06,1.0188679245283017e-06,EV
Europium,kg metal/kg motor,2050,1.3358490566037742e-06,1.0160377358490566e-06,5.6603773584905664e-08,2.615094339622642e-06,EV
Gadolinium,kg metal/kg motor,2050,1.0089622641509435e-06,7.708726415094341e-07,5.6603773584905664e-08,1.961320754716981e-06,EV
Gallium,kg metal/kg motor,2050,2.5189235835643914e-06,2.346398293099612e-06,1.998800719568259e-06,3.2264150943396226e-06,EV
Indium,kg metal/kg motor,2050,4.528301886792453e-07,4.528301886792453e-07,4.528301886792453e-07,4.528301886792453e-07,EV
Lanthanum,kg metal/kg motor,2050,4.178773584903e-05,4.07936320754475e-05,3.7811320754699996e-05,4.576415094339e-05,EV
Lithium,kg metal/kg motor,2050,0.03541443396226413,0.03541443396226413,0.03541443396226413,0.03541443396226413,EV
Manganese,kg metal/kg motor,2050,0.00327660317650644,0.00327660317650644,0.00327660317650644,0.00327660317650644,EV
Niobium,kg metal/kg motor,2050,0.00061777358490564,0.00061777358490564,0.00061777358490564,0.00061777358490564,EV
Palladium,kg metal/kg motor,2050,1.0245283018867925e-05,1.0245283018867925e-05,1.0245283018867925e-05,1.0245283018867925e-05,EV
Platinum,kg metal/kg motor,2050,3.1188679245269995e-05,3.1188679245269995e-05,3.1188679245269995e-05,3.1188679245269995e-05,EV
Praseodymium,kg metal/kg motor,2050,0.00010527584757013532,0.00010264991270207372,4.4574315288990146e-07,0.0001905462325332468,EV
Rhodium,kg metal/kg motor,2050,5.6603773584905664e-08,5.6603773584905664e-08,5.6603773584905664e-08,5.6603773584905664e-08,EV
Samarium,kg metal/kg motor,2050,1.317452830188679e-05,1.186202830188679e-05,7.924528301886793e-06,1.842452830188679e-05,EV
Scandium,kg metal/kg motor,2050,5.943396226415095e-06,5.943396226415095e-06,5.943396226415095e-06,5.943396226415095e-06,EV
Tantalum,kg metal/kg motor,2050,6.130188679245e-05,6.130188679245e-05,6.130188679245e-05,6.130188679245e-05,EV
Terbium,kg metal/kg motor,2050,5.124773996672999e-05,3.484578538357047e-05,5.824528301886792e-09,0.0001124150943396,EV
Ytterbium,kg metal/kg motor,2050,4.575849056603774e-07,3.455660377358491e-07,9.50943396226415e-09,9.056603773584906e-07,EV
Yttrium,kg metal/kg motor,2050,2.344811320754717e-06,2.0840801886792453e-06,1.30188679245283e-06,3.3877358490566035e-06,EV
Cerium,kg/MW,2050,7.3295991227872594,7.3295991227872594,7.3295991227872594,7.3295991227872594,HTEL - Yttrium
